slug,path,topic,cluster,publish_date,last_updated,last_validation,affiliate_products,traffic_estimate,status,word_count,readability,broken_links,missing_schema,missing_disclosure,missing_cta,pricing_signal,version_signal,duplicate_competitors_detected,reasons
vi/ai-productivity-software-review,D:\AFFILATE BOT\site_output\vi\ai-productivity-software-review\index.html,Ghi chú đánh giá,vi,2026-06-14,2026-06-14,2026-06-14,activecampaign; surfer-seo; semrush; github-copilot; elevenlabs,0,Broken,3131,58.4,3,False,True,True,False,False,True,broken links detected
vi/ai-search-alternatives,D:\AFFILATE BOT\site_output\vi\ai-search-alternatives\index.html,Ghi chú đánh giá,vi,2026-06-16,2026-06-16,2026-06-16,activecampaign; surfer-seo; semrush; github-copilot; elevenlabs,0,Broken,2563,53.48,1,False,True,True,False,False,True,broken links detected
vi/ai-search-software-review,D:\AFFILATE BOT\site_output\vi\ai-search-software-review\index.html,Ghi chú đánh giá,vi,2026-06-14,2026-06-14,2026-06-14,activecampaign; surfer-seo; semrush; github-copilot; elevenlabs,0,Broken,3131,58.45,3,False,True,True,False,False,True,broken links detected
vi/ai-seo-alternatives,D:\AFFILATE BOT\site_output\vi\ai-seo-alternatives\index.html,Ghi chú đánh giá,vi,2026-06-16,2026-06-16,2026-06-16,activecampaign; surfer-seo; semrush; github-copilot; elevenlabs,0,Broken,2550,53.66,1,False,True,True,False,False,True,broken links detected
vi/ai-seo-software-review,D:\AFFILATE BOT\site_output\vi\ai-seo-software-review\index.html,Ghi chú đánh giá,vi,2026-06-14,2026-06-14,2026-06-14,activecampaign; surfer-seo; semrush; github-copilot; elevenlabs,0,Broken,3124,58.57,3,False,True,True,False,False,True,broken links detected
vi/ai-video-alternatives,D:\AFFILATE BOT\site_output\vi\ai-video-alternatives\index.html,Ghi chú đánh giá,vi,2026-06-16,2026-06-16,2026-06-16,activecampaign; surfer-seo; semrush; github-copilot; elevenlabs,0,Broken,2554,53.61,1,False,True,True,False,False,True,broken links detected
vi/ai-voice-alternatives,D:\AFFILATE BOT\site_output\vi\ai-voice-alternatives\index.html,Ghi chú đánh giá,vi,2026-06-16,2026-06-16,2026-06-16,activecampaign; surfer-seo; semrush; github-copilot; elevenlabs,0,Broken,2563,53.48,1,False,True,True,False,False,True,broken links detected
vi/ai-voice-software-review,D:\AFFILATE BOT\site_output\vi\ai-voice-software-review\index.html,Ghi chú đánh giá,vi,2026-06-14,2026-06-14,2026-06-14,activecampaign; surfer-seo; semrush; github-copilot; elevenlabs,0,Broken,3131,58.45,3,False,True,True,False,False,True,broken links detected
vi/ai-writing-alternatives,D:\AFFILATE BOT\site_output\vi\ai-writing-alternatives\index.html,Ghi chú đánh giá,vi,2026-06-16,2026-06-16,2026-06-16,activecampaign; surfer-seo; semrush; github-copilot; elevenlabs,0,Broken,2552,53.54,1,False,True,True,False,False,True,broken links detected
vi/author-profile,D:\AFFILATE BOT\site_output\vi\author-profile\index.html,Tác giả Profile,vi,2026-06-02,2026-06-02,2026-06-02,,0,Broken,978,47.43,6,False,True,True,False,False,False,broken links detected
vi/automation-alternatives,D:\AFFILATE BOT\site_output\vi\automation-alternatives\index.html,Ghi chú đánh giá,vi,2026-06-16,2026-06-16,2026-06-16,make; zapier,0,Broken,2156,52.78,1,False,True,True,False,False,True,broken links detected
vi/automation-software-review,D:\AFFILATE BOT\site_output\vi\automation-software-review\index.html,Ghi chú đánh giá,vi,2026-06-14,2026-06-14,2026-06-14,make; zapier,0,Broken,2721,58.68,3,False,True,True,False,False,True,broken links detected
vi/aweber-review-2026,D:\AFFILATE BOT\site_output\vi\aweber-review-2026\index.html,"AWeber Đánh giá 2026: Email Marketing Tính năng, Giá, Ưu điểm và hạn chế",vi,2026-06-16,2026-06-16,2026-06-16,,0,Broken,2235,49.52,6,False,True,True,False,False,False,broken links detected
vi/beehiiv-review-2026,D:\AFFILATE BOT\site_output\vi\beehiiv-review-2026\index.html,"beehiiv Đánh giá 2026: Tính năng, Giá, Ưu điểm, Hạn chế & Lựa chọn thay thế",vi,2026-06-13,2026-06-13,2026-06-13,,0,Broken,4952,52.77,7,False,True,True,False,False,False,broken links detected
vi/best-affiliate-marketing-software-saas,D:\AFFILATE BOT\site_output\vi\best-affiliate-marketing-software-saas\index.html,Ghi chú đánh giá,vi,2026-06-12,2026-06-12,2026-06-12,,0,Broken,2423,47.22,1,False,True,True,False,False,True,broken links detected
vi/best-ai-automation-tools,D:\AFFILATE BOT\site_output\vi\best-ai-automation-tools\index.html,Công cụ tự động hóa AI tốt nhất,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1643,48.76,7,False,True,True,False,False,False,broken links detected
vi/best-ai-automation-tools-2026,D:\AFFILATE BOT\site_output\vi\best-ai-automation-tools-2026\index.html,Công cụ tự động hóa AI tốt nhất 2026,vi,2026-07-06,2026-07-06,2026-07-06,make; zapier; hubspot; activecampaign; notion-ai,0,Broken,1899,45.6,9,False,True,True,False,False,False,broken links detected
vi/best-ai-coding-tools,D:\AFFILATE BOT\site_output\vi\best-ai-coding-tools\index.html,Công cụ AI coding tốt nhất,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1635,48.95,6,False,True,True,False,False,False,broken links detected
vi/best-ai-coding-tools-2026,D:\AFFILATE BOT\site_output\vi\best-ai-coding-tools-2026\index.html,Ghi chú đánh giá,vi,2026-06-14,2026-06-14,2026-06-14,cursor; windsurf; github-copilot,0,Broken,3368,54.33,1,False,True,True,False,False,True,broken links detected
vi/best-ai-presentation-tools,D:\AFFILATE BOT\site_output\vi\best-ai-presentation-tools\index.html,Công cụ trình bày AI tốt nhất,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1705,49.99,5,False,True,True,False,False,False,broken links detected
vi/best-ai-seo-tools,D:\AFFILATE BOT\site_output\vi\best-ai-seo-tools\index.html,Công cụ AI SEO tốt nhất,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1632,50.93,2,False,True,True,False,False,True,broken links detected
vi/best-ai-seo-tools-2026,D:\AFFILATE BOT\site_output\vi\best-ai-seo-tools-2026\index.html,Ghi chú đánh giá,vi,2026-06-12,2026-06-12,2026-06-12,,0,Broken,2773,50.79,1,False,True,True,False,False,True,broken links detected
vi/best-ai-tools,D:\AFFILATE BOT\site_output\vi\best-ai-tools\index.html,Công cụ AI tốt nhất,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1774,44.17,9,False,True,True,False,False,False,broken links detected
vi/best-ai-video-tools,D:\AFFILATE BOT\site_output\vi\best-ai-video-tools\index.html,Công cụ AI video tốt nhất,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1619,49.33,2,False,True,True,False,False,True,broken links detected
vi/best-ai-video-tools-2026,D:\AFFILATE BOT\site_output\vi\best-ai-video-tools-2026\index.html,Best AI Video Công cụs 2026,vi,2026-07-06,2026-07-06,2026-07-06,synthesia; runway; descript; canva,0,Broken,1689,44.99,8,False,True,True,False,False,True,broken links detected
vi/best-ai-website-builders-compared,D:\AFFILATE BOT\site_output\vi\best-ai-website-builders-compared\index.html,Ghi chú đánh giá Framer và Webflow,vi,2026-06-12,2026-06-12,2026-06-12,Framer; Webflow,0,Broken,2435,47.16,1,False,True,True,False,False,False,broken links detected
vi/best-ai-writing-tools,D:\AFFILATE BOT\site_output\vi\best-ai-writing-tools\index.html,Best AI Writing Công cụs,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1370,50.06,2,False,True,True,False,False,False,broken links detected
vi/best-ai-writing-tools-2026,D:\AFFILATE BOT\site_output\vi\best-ai-writing-tools-2026\index.html,Best AI Writing Công cụs 2026,vi,2026-07-06,2026-07-06,2026-07-06,jasper; copy-ai; notion-ai; canva; surfer-seo,0,Broken,1704,47.57,8,False,True,True,False,False,True,broken links detected
vi/best-crm-tools,D:\AFFILATE BOT\site_output\vi\best-crm-tools\index.html,Best CRM Công cụs,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1429,50.46,2,False,True,True,False,False,False,broken links detected
vi/best-website-builder-2026,D:\AFFILATE BOT\site_output\vi\best-website-builder-2026\index.html,Ghi chú đánh giá,vi,2026-06-12,2026-06-12,2026-06-12,,0,Broken,2392,47.11,1,False,True,True,False,False,True,broken links detected
vi/best-website-builders,D:\AFFILATE BOT\site_output\vi\best-website-builders\index.html,Ghi chú đánh giá,vi,2026-06-16,2026-06-16,2026-06-16,,0,Broken,1531,49.87,1,False,True,True,False,False,True,broken links detected
vi/blog,D:\AFFILATE BOT\site_output\vi\blog\index.html,Blog,vi,2026-06-02,2026-06-02,2026-06-02,,0,Broken,1440,44.42,4,False,True,True,False,False,True,broken links detected
vi/blog/ai-productivity-tools,D:\AFFILATE BOT\site_output\vi\blog\ai-productivity-tools\index.html,AI Productivity Công cụs,vi,2026-06-02,2026-06-02,2026-06-02,,0,Broken,1400,46.3,5,False,True,True,False,False,False,broken links detected
vi/blog/ai-tools-for-content-creators,D:\AFFILATE BOT\site_output\vi\blog\ai-tools-for-content-creators\index.html,Ghi chú đánh giá,vi,2026-06-02,2026-06-02,2026-06-02,,0,Broken,1448,48.78,1,False,True,True,False,False,True,broken links detected
vi/blog/ai-tools-for-marketers,D:\AFFILATE BOT\site_output\vi\blog\ai-tools-for-marketers\index.html,Công cụ AIs for Marketers,vi,2026-06-02,2026-06-02,2026-06-02,,0,Broken,1407,46.15,5,False,True,True,False,False,False,broken links detected
vi/blog/ai-tools-under-20-month,D:\AFFILATE BOT\site_output\vi\blog\ai-tools-under-20-month\index.html,Công cụ AIs Under $20/month,vi,2026-06-02,2026-06-02,2026-06-02,,0,Broken,1410,46.19,5,False,True,True,False,False,False,broken links detected
vi/blog/ai-website-builders-comparison,D:\AFFILATE BOT\site_output\vi\blog\ai-website-builders-comparison\index.html,Ghi chú đánh giá,vi,2026-06-02,2026-06-02,2026-06-02,,0,Broken,1447,48.8,1,False,True,True,False,False,True,broken links detected
vi/blog/automation-tools-for-beginners,D:\AFFILATE BOT\site_output\vi\blog\automation-tools-for-beginners\index.html,Automation Công cụs for Beginners,vi,2026-06-02,2026-06-02,2026-06-02,,0,Broken,1402,47.63,2,False,True,True,False,False,True,broken links detected
vi/blog/best-ai-presentation-tools,D:\AFFILATE BOT\site_output\vi\blog\best-ai-presentation-tools\index.html,Công cụ trình bày AI tốt nhất,vi,2026-06-02,2026-06-02,2026-06-02,,0,Broken,1598,49.55,1,False,True,True,False,False,False,broken links detected
vi/blog/best-ai-tools-for-small-business,D:\AFFILATE BOT\site_output\vi\blog\best-ai-tools-for-small-business\index.html,Ghi chú đánh giá,vi,2026-06-02,2026-06-02,2026-06-02,,0,Broken,1448,48.78,1,False,True,True,False,False,True,broken links detected
vi/blog/best-ai-voice-generators,D:\AFFILATE BOT\site_output\vi\blog\best-ai-voice-generators\index.html,Best AI Voice Generators,vi,2026-06-02,2026-06-02,2026-06-02,,0,Broken,1428,48.85,1,False,True,True,False,False,True,broken links detected
vi/blog/best-alternatives-to-canva-ai,D:\AFFILATE BOT\site_output\vi\blog\best-alternatives-to-canva-ai\index.html,Best Lựa chọn thay thế to Canva AI,vi,2026-06-02,2026-06-02,2026-06-02,Canva,0,Broken,1679,49.44,2,False,True,True,False,False,False,broken links detected
vi/blog/best-crm-for-startups,D:\AFFILATE BOT\site_output\vi\blog\best-crm-for-startups\index.html,Ghi chú đánh giá,vi,2026-06-02,2026-06-02,2026-06-02,,0,Broken,1445,48.82,1,False,True,True,False,False,True,broken links detected
vi/blog/chatgpt-prompts-for-windsurf,D:\AFFILATE BOT\site_output\vi\blog\chatgpt-prompts-for-windsurf\index.html,Cách dùng ChatGPT để viết prompt tốt hơn cho Windsurf,vi,2026-06-02,2026-06-02,2026-06-02,ChatGPT; Windsurf,0,Broken,2919,57.09,1,False,True,True,False,False,False,broken links detected
vi/blog/chatgpt-windsurf-codex-workflow,D:\AFFILATE BOT\site_output\vi\blog\chatgpt-windsurf-codex-workflow\index.html,"Cách tôi dùng ChatGPT, Windsurf và Codex để xây dự án AI thật",vi,2026-06-02,2026-06-02,2026-06-02,ChatGPT; Windsurf; Codex,0,Broken,3140,59.55,2,False,True,True,False,False,False,broken links detected
vi/blog/fix-windsurf-mixed-language,D:\AFFILATE BOT\site_output\vi\blog\fix-windsurf-mixed-language\index.html,Cách sửa lỗi lẫn tiếng Anh và tiếng Việt khi Windsurf tạo site,vi,2026-06-02,2026-06-02,2026-06-02,Windsurf,0,Broken,2146,55.33,1,False,True,True,False,False,False,broken links detected
vi/blog/how-to-choose-saas-tools-safely,D:\AFFILATE BOT\site_output\vi\blog\how-to-choose-saas-tools-safely\index.html,How to Chọn SaaS Công cụs Safely,vi,2026-06-02,2026-06-02,2026-06-02,,0,Broken,1533,47.08,5,False,True,True,False,False,False,broken links detected
vi/blog/windsurf-prompt-checklist,D:\AFFILATE BOT\site_output\vi\blog\windsurf-prompt-checklist\index.html,Checklist prompt Windsurf: tôi kiểm tra gì trước khi gửi task,vi,2026-06-02,2026-06-02,2026-06-02,Windsurf,0,Broken,2063,60.17,1,False,True,True,False,False,False,broken links detected
vi/blog/windsurf-to-codex-workflow,D:\AFFILATE BOT\site_output\vi\blog\windsurf-to-codex-workflow\index.html,Ghi chú đánh giá Windsurf,vi,2026-06-02,2026-06-02,2026-06-02,Windsurf,0,Broken,2075,59.92,1,False,True,True,False,False,True,broken links detected
vi/bolt,D:\AFFILATE BOT\site_output\vi\bolt\index.html,Đánh giá Bolt,vi,2026-06-02,2026-06-02,2026-06-02,bolt,0,Broken,3516,70.29,2,False,True,True,False,False,True,broken links detected
vi/bolt-ai-review-2026,D:\AFFILATE BOT\site_output\vi\bolt-ai-review-2026\index.html,Bolt AI Đánh giá 2026,vi,2026-06-08,2026-06-08,2026-06-08,Bolt,0,Broken,2252,53.91,2,False,True,True,False,False,False,broken links detected
vi/brevo-review-2026,D:\AFFILATE BOT\site_output\vi\brevo-review-2026\index.html,Brevo Đánh giá 2026,vi,2026-06-16,2026-06-16,2026-06-16,,0,Broken,2658,51.73,7,False,True,True,False,False,False,broken links detected
vi/bunny-net-review-2026,D:\AFFILATE BOT\site_output\vi\bunny-net-review-2026\index.html,"Bunny.net Đánh giá 2026: Tính năng, Giá, Ưu điểm, Hạn chế & Lựa chọn thay thế",vi,2026-06-13,2026-06-13,2026-06-13,,0,Broken,4912,55.16,7,False,True,True,False,False,False,broken links detected
vi/canva,D:\AFFILATE BOT\site_output\vi\canva\index.html,Đánh giá Canva,vi,2026-06-02,2026-06-02,2026-06-02,canva,0,Broken,3488,69.4,2,False,True,True,False,False,True,broken links detected
vi/categories,D:\AFFILATE BOT\site_output\vi\categories\index.html,Danh mục,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1211,49.29,5,False,True,True,False,False,False,broken links detected
vi/category/ai-automation-tools,D:\AFFILATE BOT\site_output\vi\category\ai-automation-tools\index.html,Công cụ tự động hóa AI,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1079,50.4,5,False,True,True,False,False,False,broken links detected
vi/category/ai-coding-tools,D:\AFFILATE BOT\site_output\vi\category\ai-coding-tools\index.html,Ghi chú đánh giá,vi,2026-07-06,2026-07-06,2026-07-06,cursor; github-copilot; windsurf; codeium,0,Broken,2676,49.97,2,False,True,True,False,False,True,broken links detected
vi/category/ai-customer-support-tools,D:\AFFILATE BOT\site_output\vi\category\ai-customer-support-tools\index.html,AI Customer Support Công cụs,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1061,47.66,9,False,True,True,False,False,False,broken links detected
vi/category/ai-presentation-tools,D:\AFFILATE BOT\site_output\vi\category\ai-presentation-tools\index.html,AI Presentation Công cụs,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1112,48.94,7,False,True,True,False,False,False,broken links detected
vi/category/ai-seo-tools,D:\AFFILATE BOT\site_output\vi\category\ai-seo-tools\index.html,AI SEO Công cụs,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1274,52.03,2,False,True,True,False,False,True,broken links detected
vi/category/ai-video-tools,D:\AFFILATE BOT\site_output\vi\category\ai-video-tools\index.html,Công cụ AI video,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1161,49.8,2,False,True,True,False,False,True,broken links detected
vi/category/ai-voice-tools,D:\AFFILATE BOT\site_output\vi\category\ai-voice-tools\index.html,AI Voice Công cụs,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1047,49.84,6,False,True,True,False,False,False,broken links detected
vi/category/ai-writing,D:\AFFILATE BOT\site_output\vi\category\ai-writing\index.html,AI Writing,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,2256,49.77,2,False,True,True,False,False,True,broken links detected
vi/category/ai-writing-tools,D:\AFFILATE BOT\site_output\vi\category\ai-writing-tools\index.html,AI Writing Công cụs,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1067,52.25,2,False,True,True,False,False,True,broken links detected
vi/category/automation,D:\AFFILATE BOT\site_output\vi\category\automation\index.html,Automation,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1307,52.8,2,False,True,True,False,False,True,broken links detected
vi/category/automation-tools,D:\AFFILATE BOT\site_output\vi\category\automation-tools\index.html,Ghi chú đánh giá,vi,2026-07-06,2026-07-06,2026-07-06,make; zapier; reclaim-ai,0,Broken,2455,51.7,2,False,True,True,False,False,True,broken links detected
vi/category/crm,D:\AFFILATE BOT\site_output\vi\category\crm\index.html,CRM,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1165,52.49,1,False,True,True,False,False,True,broken links detected
vi/category/crm-tools,D:\AFFILATE BOT\site_output\vi\category\crm-tools\index.html,CRM Công cụs,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1129,51.72,2,False,True,True,False,False,True,broken links detected
vi/category/design-tools,D:\AFFILATE BOT\site_output\vi\category\design-tools\index.html,Ghi chú đánh giá,vi,2026-07-06,2026-07-06,2026-07-06,canva; adcreative-ai; gamma,0,Broken,2459,51.66,2,False,True,True,False,False,True,broken links detected
vi/category/email-marketing-tools,D:\AFFILATE BOT\site_output\vi\category\email-marketing-tools\index.html,Ghi chú đánh giá,vi,2026-07-06,2026-07-06,2026-07-06,activecampaign; mailchimp; hubspot,0,Broken,2457,51.38,2,False,True,True,False,False,True,broken links detected
vi/category/seo-tools,D:\AFFILATE BOT\site_output\vi\category\seo-tools\index.html,Ghi chú đánh giá,vi,2026-07-06,2026-07-06,2026-07-06,semrush; ahrefs; surfer-seo,0,Broken,2128,50.01,1,False,True,True,False,False,True,broken links detected
vi/category/video-tools,D:\AFFILATE BOT\site_output\vi\category\video-tools\index.html,Ghi chú đánh giá,vi,2026-07-06,2026-07-06,2026-07-06,synthesia; runway; pictory; descript,0,Broken,2139,48.79,1,False,True,True,False,False,True,broken links detected
vi/category/website-builder-tools,D:\AFFILATE BOT\site_output\vi\category\website-builder-tools\index.html,Ghi chú đánh giá,vi,2026-07-06,2026-07-06,2026-07-06,webflow-ai; framer; durable,0,Broken,2430,51.95,2,False,True,True,False,False,True,broken links detected
vi/category/website-builders,D:\AFFILATE BOT\site_output\vi\category\website-builders\index.html,Website Builders,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1296,52.18,1,False,True,True,False,False,True,broken links detected
vi/category/writing-tools,D:\AFFILATE BOT\site_output\vi\category\writing-tools\index.html,Ghi chú đánh giá,vi,2026-07-06,2026-07-06,2026-07-06,jasper; copy-ai; grammarly; quillbot; notion-ai,0,Broken,2516,54.06,2,False,True,True,False,False,True,broken links detected
vi/chatgpt,D:\AFFILATE BOT\site_output\vi\chatgpt\index.html,Đánh giá ChatGPT,vi,2026-06-02,2026-06-02,2026-06-02,chatgpt,0,Broken,3516,70.04,2,False,True,True,False,False,True,broken links detected
vi/claude,D:\AFFILATE BOT\site_output\vi\claude\index.html,Đánh giá Claude,vi,2026-06-02,2026-06-02,2026-06-02,claude,0,Broken,3469,70.78,2,False,True,True,False,False,True,broken links detected
vi/clickfunnels-review-2026,D:\AFFILATE BOT\site_output\vi\clickfunnels-review-2026\index.html,ClickFunnels Đánh giá 2026,vi,2026-06-16,2026-06-16,2026-06-16,,0,Broken,2712,52.45,7,False,True,True,False,False,False,broken links detected
vi/cloud-development-alternatives,D:\AFFILATE BOT\site_output\vi\cloud-development-alternatives\index.html,Ghi chú đánh giá,vi,2026-06-16,2026-06-16,2026-06-16,replit,0,Broken,2296,54.43,2,False,True,True,False,False,True,broken links detected
vi/cloud-development-software-review,D:\AFFILATE BOT\site_output\vi\cloud-development-software-review\index.html,Ghi chú đánh giá,vi,2026-06-14,2026-06-14,2026-06-14,replit,0,Broken,2577,58.8,3,False,True,True,False,False,True,broken links detected
vi/compare/activecampaign-vs-mailchimp,D:\AFFILATE BOT\site_output\vi\compare\activecampaign-vs-mailchimp\index.html,Đang hoạt độngCampaign vs Mailchimp,vi,2026-06-14,2026-06-14,2026-06-14,activecampaign; mailchimp,0,Broken,2960,50.91,1,False,True,True,False,False,False,broken links detected
vi/compare/canva-vs-adcreative-ai,D:\AFFILATE BOT\site_output\vi\compare\canva-vs-adcreative-ai\index.html,Canva vs AdCreative AI,vi,2026-06-14,2026-06-14,2026-06-14,canva; adcreative-ai; AdCreative AI,0,Broken,2939,51.65,1,False,True,True,False,False,True,broken links detected
vi/compare/chatgpt-vs-claude,D:\AFFILATE BOT\site_output\vi\compare\chatgpt-vs-claude\index.html,ChatGPT vs Claude 2026,vi,2026-06-11,2026-06-11,2026-06-11,Claude; ChatGPT,0,Broken,2378,45.62,1,False,True,True,False,False,True,broken links detected
vi/compare/cursor-vs-github-copilot,D:\AFFILATE BOT\site_output\vi\compare\cursor-vs-github-copilot\index.html,Cursor vs GitHub Copilot,vi,2026-06-14,2026-06-14,2026-06-14,cursor; github-copilot; GitHub Copilot,0,Broken,3318,50.13,1,False,True,True,False,False,True,broken links detected
vi/compare/cursor-vs-github-copilot-2026,D:\AFFILATE BOT\site_output\vi\compare\cursor-vs-github-copilot-2026\index.html,Cursor vs GitHub Copilot 2026,vi,2026-06-11,2026-06-11,2026-06-11,Cursor; GitHub Copilot,0,Broken,2603,46.27,1,False,True,True,False,False,True,broken links detected
vi/compare/cursor-vs-windsurf,D:\AFFILATE BOT\site_output\vi\compare\cursor-vs-windsurf\index.html,Cursor vs Windsurf,vi,2026-06-14,2026-06-14,2026-06-14,cursor; windsurf,0,Broken,3280,50.64,1,False,True,True,False,False,True,broken links detected
vi/compare/github-copilot-vs-codeium,D:\AFFILATE BOT\site_output\vi\compare\github-copilot-vs-codeium\index.html,GitHub Copilot vs Codeium,vi,2026-06-14,2026-06-14,2026-06-14,github-copilot; codeium; GitHub Copilot,0,Broken,3198,49.43,1,False,True,True,False,False,True,broken links detected
vi/compare/grammarly-vs-quillbot,D:\AFFILATE BOT\site_output\vi\compare\grammarly-vs-quillbot\index.html,Grammarly vs QuillBot,vi,2026-06-14,2026-06-14,2026-06-14,grammarly; quillbot,0,Broken,2849,50.04,2,False,True,True,False,False,True,broken links detected
vi/compare/jasper-vs-copy-ai,D:\AFFILATE BOT\site_output\vi\compare\jasper-vs-copy-ai\index.html,Jasper vs Copy.ai,vi,2026-06-14,2026-06-14,2026-06-14,jasper; copy-ai; Copy.ai,0,Broken,2929,62.83,1,False,True,True,False,False,True,broken links detected
vi/compare/make-vs-zapier,D:\AFFILATE BOT\site_output\vi\compare\make-vs-zapier\index.html,Make vs Zapier,vi,2026-06-14,2026-06-14,2026-06-14,make; zapier,0,Broken,2934,52.29,1,False,True,True,False,False,True,broken links detected
vi/compare/semrush-vs-ahrefs,D:\AFFILATE BOT\site_output\vi\compare\semrush-vs-ahrefs\index.html,Ghi chú đánh giá SEMrush và Ahrefs,vi,2026-06-09,2026-06-09,2026-06-09,Semrush; Ahrefs,0,Broken,3437,48.5,2,False,True,True,False,False,True,broken links detected
vi/compare/synthesia-vs-pictory,D:\AFFILATE BOT\site_output\vi\compare\synthesia-vs-pictory\index.html,Synthesia vs Pictory,vi,2026-06-14,2026-06-14,2026-06-14,synthesia; pictory,0,Broken,2841,51.36,1,False,True,True,False,False,True,broken links detected
vi/comparisons,D:\AFFILATE BOT\site_output\vi\comparisons\index.html,So sánh công cụ AI/SaaS,vi,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1854,41.14,5,False,True,True,False,False,False,broken links detected
vi/comparisons/canva-vs-adobe-express,D:\AFFILATE BOT\site_output\vi\comparisons\canva-vs-adobe-express\index.html,Canva vs Adobe Express: Nên chọn công cụ nào trong năm 2026?,vi,2026-06-14,2026-06-14,2026-06-14,canva,0,Broken,2036,53.56,2,False,True,True,False,False,False,broken links detected
vi/comparisons/canva-vs-gamma,D:\AFFILATE BOT\site_output\vi\comparisons\canva-vs-gamma\index.html,Canva vs Gamma,vi,2026-06-14,2026-06-14,2026-06-14,canva; gamma,0,Broken,3736,52.02,1,False,True,True,False,False,True,broken links detected
vi/comparisons/chatgpt-vs-claude,D:\AFFILATE BOT\site_output\vi\comparisons\chatgpt-vs-claude\index.html,ChatGPT vs Claude,vi,2026-06-14,2026-06-14,2026-06-14,chatgpt; claude,0,Broken,3751,51.02,1,False,True,True,False,False,True,broken links detected
vi/comparisons/chatgpt-vs-gemini,D:\AFFILATE BOT\site_output\vi\comparisons\chatgpt-vs-gemini\index.html,ChatGPT vs Gemini,vi,2026-06-14,2026-06-14,2026-06-14,chatgpt; gemini,0,Broken,3674,51.14,1,False,True,True,False,False,True,broken links detected
vi/comparisons/chatgpt-vs-perplexity,D:\AFFILATE BOT\site_output\vi\comparisons\chatgpt-vs-perplexity\index.html,ChatGPT vs Perplexity,vi,2026-06-14,2026-06-14,2026-06-14,chatgpt; perplexity,0,Broken,3674,50.41,1,False,True,True,False,False,True,broken links detected
vi/comparisons/claude-vs-gemini,D:\AFFILATE BOT\site_output\vi\comparisons\claude-vs-gemini\index.html,Claude vs Gemini,vi,2026-06-14,2026-06-14,2026-06-14,claude; gemini,0,Broken,3674,51.89,1,False,True,True,False,False,True,broken links detected
vi/comparisons/claude-vs-perplexity,D:\AFFILATE BOT\site_output\vi\comparisons\claude-vs-perplexity\index.html,Claude vs Perplexity,vi,2026-06-14,2026-06-14,2026-06-14,claude; perplexity,0,Broken,3674,51.19,1,False,True,True,False,False,True,broken links detected
vi/comparisons/codex-vs-openclaw,D:\AFFILATE BOT\site_output\vi\comparisons\codex-vs-openclaw\index.html,Codex vs MởClaw,vi,2026-06-02,2026-06-02,2026-06-02,codex,0,Broken,3314,61.58,2,False,True,True,False,False,False,broken links detected
vi/comparisons/copilot-vs-codex,D:\AFFILATE BOT\site_output\vi\comparisons\copilot-vs-codex\index.html,Ghi chú đánh giá,vi,2026-06-02,2026-06-02,2026-06-02,github-copilot; codex,0,Broken,5363,56.97,2,False,True,True,False,False,True,broken links detected
vi/comparisons/copilot-vs-cursor,D:\AFFILATE BOT\site_output\vi\comparisons\copilot-vs-cursor\index.html,Ghi chú đánh giá Cursor,vi,2026-06-14,2026-06-14,2026-06-14,github-copilot; cursor; windsurf,0,Broken,3767,54.39,2,False,True,True,False,False,True,broken links detected
vi/comparisons/copilot-vs-tabnine,D:\AFFILATE BOT\site_output\vi\comparisons\copilot-vs-tabnine\index.html,GitHub Copilot vs Tabnine,vi,2026-06-02,2026-06-02,2026-06-02,GitHub Copilot,0,Broken,1948,53.07,1,False,True,True,False,False,True,broken links detected
vi/comparisons/cursor-vs-copilot,D:\AFFILATE BOT\site_output\vi\comparisons\cursor-vs-copilot\index.html,Cursor vs GitHub Copilot: Nên chọn công cụ nào trong năm 2026?,vi,2026-06-14,2026-06-14,2026-06-14,cursor; github-copilot; GitHub Copilot,0,Broken,2058,53.02,2,False,True,True,False,False,True,broken links detected
